age,gender,height,weight,attitude,prepare_hours,class_type,pass_rate,glasses,classhw,care,label
60,F,181,74,Serious,3,Physical,High,0,Low,Yes,good
40,F,184,71,Serious,6,Physical,High,0,Low,Yes,good
65,F,147,68,Serious,5,Physical,High,1,Low,Yes,good
55,F,171,54,Serious,6,Physical,High,0,Middle,Yes,good
59,F,189,83,Serious,4,Physical,High,0,Low,Yes,good
25,F,170,87,Free,4,Physical,Low,0,Low,No,bad
31,M,185,63,Serious,3,Physical,High,1,Middle,Yes,good
64,F,173,46,Serious,2,Online,High,0,Middle,No,bad
30,F,146,78,Serious,2,Online,High,0,Low,Yes,bad
48,F,189,48,Serious,4,Physical,High,1,High,Yes,good
63,M,156,72,Serious,5,Physical,Low,0,Middle,No,bad
26,F,157,45,Serious,5,Physical,High,0,High,Yes,good
57,M,186,68,Serious,6,Physical,Low,1,High,Yes,bad
37,F,180,40,Serious,0,Online,High,0,High,No,bad
51,F,172,64,Serious,4,Physical,High,1,Middle,Yes,good
52,F,142,42,Serious,3,Physical,High,0,Middle,Yes,good
40,F,148,41,Serious,3,Physical,High,1,Middle,Yes,good
44,M,161,46,Free,0,Physical,High,1,Low,Yes,bad
25,F,151,56,Serious,5,Physical,Low,0,High,No,bad
45,F,157,53,Serious,4,Physical,High,1,Middle,Yes,good
36,F,181,83,Serious,5,Physical,High,0,High,Yes,good
60,M,149,58,Serious,5,Physical,High,1,High,Yes,good
55,M,150,53,Free,1,Physical,High,1,High,No,bad
42,F,189,80,Serious,5,Physical,High,1,High,Yes,good
56,F,180,48,Serious,4,Physical,High,1,Middle,Yes,good
42,M,173,83,Serious,4,Physical,High,0,Middle,Yes,good
30,M,166,91,Serious,3,Physical,High,1,Low,Yes,good
34,F,177,92,Serious,5,Physical,High,1,Middle,Yes,good
54,M,142,88,Serious,6,Physical,High,1,High,Yes,good
31,M,146,95,Serious,6,Physical,High,0,Low,Yes,good
62,M,182,63,Serious,5,Physical,High,0,Low,Yes,good
51,M,150,93,Serious,6,Physical,High,0,High,No,bad
41,F,158,68,Serious,6,Physical,High,1,Low,Yes,good
35,M,155,61,Serious,5,Physical,High,0,High,Yes,good
57,F,188,45,Serious,5,Physical,High,1,High,Yes,good
47,M,163,82,Serious,4,Physical,High,1,Low,Yes,good
60,F,149,73,Free,5,Online,Low,0,Middle,Yes,bad
47,M,175,48,Serious,5,Physical,Low,1,Low,No,bad
53,F,167,71,Serious,5,Physical,High,0,Low,Yes,good
25,M,189,81,Serious,0,Physical,Low,0,High,No,bad
49,M,167,58,Serious,3,Physical,High,1,Low,Yes,good
40,M,174,50,Serious,4,Physical,High,0,Low,Yes,good
34,F,163,53,Serious,6,Physical,High,0,High,Yes,good
35,M,181,41,Serious,0,Online,High,0,Middle,Yes,bad
47,F,175,41,Serious,5,Physical,High,1,Middle,Yes,good
43,F,153,62,Free,4,Online,Low,0,Low,Yes,bad
55,M,166,92,Free,2,Physical,High,0,Low,No,bad
45,M,146,44,Free,2,Physical,High,1,Middle,No,bad
36,M,182,92,Serious,3,Physical,High,0,Middle,Yes,good
48,F,183,93,Serious,3,Physical,High,0,High,Yes,good
44,M,181,77,Serious,5,Physical,High,1,Middle,Yes,good
47,M,174,79,Serious,4,Online,High,1,Low,Yes,bad
28,F,182,98,Serious,5,Physical,High,0,High,Yes,good
50,F,167,75,Serious,4,Online,High,0,Low,No,bad
44,F,163,81,Free,3,Physical,High,0,High,No,bad
58,F,142,74,Free,2,Physical,High,0,Low,Yes,bad
49,F,176,83,Serious,5,Physical,High,1,Middle,Yes,good
25,F,160,76,Serious,5,Physical,High,0,Middle,Yes,good
35,M,175,68,Serious,6,Physical,High,0,Middle,Yes,good
30,F,142,90,Free,1,Online,High,0,Middle,Yes,bad
33,F,168,82,Serious,6,Physical,High,1,Middle,Yes,good
55,F,162,65,Serious,4,Physical,Low,1,High,Yes,bad
34,F,181,59,Serious,5,Physical,High,1,Low,Yes,good
48,M,176,99,Serious,4,Physical,High,1,High,Yes,good
53,F,157,53,Free,2,Online,Low,0,Low,Yes,bad
31,F,154,59,Free,3,Physical,Low,1,Low,No,bad
38,F,142,87,Serious,3,Physical,High,1,Middle,Yes,good
55,F,186,99,Serious,3,Online,High,0,Low,No,bad
55,M,163,57,Free,6,Physical,Low,0,Middle,Yes,bad
50,M,143,54,Serious,4,Physical,Low,1,Low,No,bad
64,M,182,77,Serious,3,Physical,High,1,Middle,Yes,good
50,F,190,40,Free,4,Online,Low,0,Low,Yes,bad
59,M,151,80,Serious,4,Physical,High,0,Middle,Yes,good
38,F,144,67,Serious,3,Physical,High,1,High,Yes,good
51,F,148,97,Serious,3,Physical,High,1,High,Yes,good
62,M,179,60,Serious,6,Physical,High,0,High,Yes,good
38,M,165,71,Free,0,Online,Low,1,Low,No,bad
48,M,182,88,Serious,6,Physical,High,1,Middle,Yes,good
38,F,183,62,Serious,0,Online,Low,0,Middle,No,bad
43,F,182,40,Serious,6,Physical,High,0,High,Yes,good
41,M,187,70,Free,0,Online,High,0,High,No,bad
39,F,173,69,Serious,5,Online,Low,0,Low,No,bad
55,M,163,49,Serious,4,Physical,High,0,High,Yes,good
30,F,190,40,Serious,6,Physical,High,1,High,Yes,good
58,F,182,72,Serious,3,Physical,High,0,Middle,Yes,good
28,F,187,40,Free,4,Online,High,0,Middle,Yes,bad
32,M,143,45,Free,0,Online,Low,0,High,No,bad
26,F,184,55,Serious,6,Physical,High,1,High,Yes,good
56,F,142,46,Serious,5,Physical,High,1,Middle,Yes,good
62,F,157,95,Serious,3,Online,Low,0,Low,Yes,bad
27,M,142,85,Serious,3,Physical,High,0,Low,Yes,good
34,F,178,89,Free,1,Online,Low,0,Middle,Yes,bad
28,F,183,77,Free,2,Physical,High,0,High,Yes,bad
46,M,151,82,Serious,4,Physical,High,0,Middle,Yes,good
31,M,155,82,Serious,5,Physical,High,1,Low,Yes,good
27,M,140,72,Free,6,Online,Low,1,High,No,bad
49,F,161,49,Serious,3,Physical,High,1,High,Yes,good
51,M,159,46,Free,2,Physical,High,1,High,Yes,bad
57,M,176,72,Serious,2,Physical,Low,1,High,No,bad
60,M,159,78,Serious,6,Physical,High,1,Low,Yes,good
33,M,171,55,Serious,5,Online,High,0,High,Yes,bad
36,F,181,40,Serious,2,Online,High,1,Low,No,bad
30,M,167,49,Serious,5,Physical,High,0,Low,Yes,good
25,F,146,42,Serious,6,Physical,High,0,High,Yes,good
26,F,183,95,Free,0,Physical,Low,1,Low,No,bad
47,F,173,56,Free,1,Physical,High,1,Middle,No,bad
53,F,147,95,Serious,3,Physical,High,1,Middle,Yes,good
37,F,141,97,Serious,3,Physical,High,1,High,Yes,good
51,M,150,64,Serious,0,Physical,Low,0,Low,No,bad
56,M,161,91,Free,1,Physical,Low,0,Low,No,bad
26,F,169,48,Free,6,Physical,High,0,Middle,No,bad
34,M,190,87,Serious,6,Physical,High,0,High,Yes,good
47,M,175,65,Free,4,Physical,High,0,Middle,Yes,bad
26,M,174,62,Serious,5,Physical,High,1,High,Yes,good
51,F,158,51,Serious,6,Physical,High,1,High,Yes,good
37,F,160,48,Free,3,Online,Low,0,Low,No,bad
49,F,148,47,Serious,3,Physical,High,0,Low,Yes,good
54,F,185,59,Serious,4,Online,High,1,Low,No,bad
33,F,156,97,Serious,3,Physical,High,1,Middle,Yes,good
31,M,176,74,Serious,3,Physical,High,0,Middle,Yes,good
54,F,182,58,Serious,3,Physical,High,0,Low,Yes,good
46,F,179,97,Serious,5,Physical,Low,0,High,No,bad
65,M,177,64,Serious,5,Physical,High,0,Low,Yes,good
38,M,155,85,Free,6,Online,Low,1,Middle,No,bad
52,M,144,91,Free,3,Online,High,0,Low,Yes,bad
30,F,177,92,Serious,4,Physical,High,1,High,Yes,good
54,F,148,93,Serious,3,Online,High,0,High,Yes,bad
27,F,181,94,Free,1,Physical,Low,1,Middle,Yes,bad
32,F,152,50,Serious,6,Physical,High,0,Low,Yes,good
64,F,160,87,Serious,5,Physical,High,0,High,Yes,good
31,F,147,69,Free,5,Physical,Low,1,Low,No,bad
53,M,160,53,Serious,5,Physical,High,1,Middle,Yes,good
26,M,160,40,Serious,3,Physical,High,0,Middle,Yes,good
36,F,142,79,Serious,4,Physical,High,0,Low,Yes,good
43,M,185,99,Serious,4,Physical,High,1,Middle,Yes,good
41,M,143,89,Serious,4,Physical,High,1,High,Yes,good
53,M,150,85,Serious,3,Physical,High,0,Low,Yes,good
47,M,190,52,Free,4,Physical,Low,1,Middle,No,bad
35,F,147,71,Serious,5,Physical,High,1,Low,Yes,good
25,F,179,96,Free,1,Online,Low,1,High,No,bad
46,M,170,98,Serious,5,Physical,High,1,High,Yes,good
42,F,162,48,Serious,4,Physical,High,1,Middle,Yes,good
48,F,154,47,Serious,4,Physical,High,0,High,No,bad
52,M,159,48,Free,6,Physical,High,1,High,Yes,bad
48,M,143,81,Serious,3,Online,High,1,High,No,bad
59,M,179,79,Free,1,Online,High,1,Middle,Yes,bad
44,F,153,69,Free,4,Online,High,1,High,Yes,bad
28,M,164,79,Serious,3,Physical,High,1,Middle,Yes,good
28,F,170,74,Free,0,Physical,High,0,Low,No,bad
38,M,140,62,Serious,6,Physical,High,1,High,Yes,good
45,F,189,86,Serious,5,Physical,High,0,Low,Yes,good
45,F,182,43,Serious,6,Physical,High,1,Low,Yes,good
52,F,187,57,Free,1,Physical,High,1,Low,Yes,bad
50,F,185,78,Free,1,Online,High,0,Middle,No,bad
43,F,166,77,Serious,4,Physical,High,1,Middle,Yes,good
39,F,145,99,Serious,5,Physical,Low,0,Middle,Yes,bad
37,M,140,82,Free,3,Online,High,1,Low,Yes,bad
60,M,181,81,Serious,3,Physical,High,1,High,Yes,good
60,M,153,56,Serious,5,Online,Low,0,Low,No,bad
40,M,165,64,Serious,4,Physical,High,1,Low,Yes,good
39,M,182,67,Serious,0,Physical,High,1,High,No,bad
33,M,162,85,Serious,6,Online,High,0,High,Yes,bad
55,F,154,49,Serious,6,Physical,High,1,Low,Yes,good
63,M,156,41,Serious,3,Online,High,1,Middle,No,bad
49,M,160,75,Free,4,Online,Low,1,Low,No,bad
64,M,177,76,Free,2,Online,High,0,Middle,Yes,bad
37,M,178,58,Serious,4,Physical,High,1,Low,Yes,good
65,F,142,41,Serious,6,Online,Low,0,High,No,bad
59,F,148,58,Serious,3,Physical,High,0,High,Yes,good
30,F,142,79,Serious,2,Physical,High,1,High,No,bad
30,F,145,66,Serious,3,Physical,High,0,High,Yes,good
47,F,166,49,Free,4,Physical,Low,1,Middle,No,bad
39,F,140,98,Serious,1,Online,High,0,High,Yes,bad
62,F,179,50,Serious,6,Physical,High,1,Middle,No,bad
41,F,189,84,Serious,3,Physical,High,0,Middle,Yes,good
46,M,141,97,Serious,2,Online,High,0,Low,Yes,bad
32,F,173,49,Serious,3,Physical,High,0,Low,Yes,good
28,F,146,46,Serious,3,Physical,High,1,Middle,Yes,good
62,M,165,100,Serious,4,Physical,High,0,High,Yes,good
28,M,176,84,Serious,2,Online,High,1,Low,Yes,bad
59,F,158,86,Serious,4,Physical,High,1,Middle,Yes,good
29,M,142,95,Serious,5,Physical,Low,0,High,Yes,bad
28,F,160,83,Free,3,Online,High,0,High,No,bad
51,F,164,66,Serious,5,Online,High,1,Middle,No,bad
34,F,188,45,Serious,0,Physical,Low,0,High,No,bad
41,M,151,84,Serious,5,Physical,High,0,Low,Yes,good
47,M,171,80,Free,2,Physical,Low,0,Low,No,bad
25,F,154,89,Serious,6,Physical,High,0,High,Yes,good
31,M,182,43,Free,0,Physical,Low,0,High,No,bad
30,F,156,66,Serious,3,Physical,High,1,Middle,Yes,good
59,F,157,57,Serious,3,Physical,High,1,Low,Yes,good
29,M,140,51,Serious,6,Physical,High,1,Low,Yes,good
63,M,157,77,Serious,6,Physical,High,0,Low,Yes,good
52,F,168,52,Serious,6,Physical,High,1,High,Yes,good
48,M,141,81,Serious,3,Physical,High,1,High,Yes,good
36,F,164,72,Serious,5,Online,Low,1,High,No,bad
37,F,185,71,Free,4,Physical,High,1,Middle,No,bad
43,M,144,55,Serious,3,Physical,High,0,High,Yes,good
30,F,161,91,Free,6,Physical,High,0,Low,No,bad
45,M,162,97,Serious,4,Physical,Low,0,Low,Yes,bad
36,M,166,41,Free,3,Physical,High,0,Middle,No,bad
44,M,166,52,Serious,4,Physical,High,0,High,No,bad
62,M,183,74,Serious,4,Physical,High,0,Middle,Yes,good
53,F,160,46,Serious,2,Physical,High,0,High,Yes,bad
51,M,171,43,Serious,5,Physical,High,1,High,Yes,good
31,F,146,69,Free,1,Physical,High,0,High,Yes,bad
59,F,190,84,Serious,5,Physical,High,1,Middle,Yes,good
40,F,140,87,Serious,5,Online,High,1,Middle,No,bad
47,M,159,55,Serious,4,Physical,High,1,High,Yes,good
56,F,142,81,Serious,3,Physical,High,0,High,Yes,good
25,F,183,46,Serious,5,Physical,High,1,High,Yes,good
37,M,174,56,Serious,6,Physical,High,1,Middle,Yes,good
50,M,159,46,Serious,6,Physical,High,0,Low,Yes,good
36,M,141,64,Serious,4,Physical,High,1,Low,Yes,good
44,M,188,100,Free,0,Online,High,1,Low,No,bad
46,M,160,79,Serious,3,Online,Low,1,Low,No,bad
37,M,189,50,Serious,3,Physical,High,1,High,Yes,good
44,F,167,58,Serious,3,Physical,High,0,Middle,Yes,good
61,F,154,64,Serious,3,Physical,High,0,High,Yes,good
64,M,164,42,Serious,6,Physical,High,1,Middle,Yes,good
62,M,184,95,Serious,4,Physical,High,0,High,Yes,good
59,M,140,53,Serious,5,Physical,Low,1,Low,Yes,bad
49,F,151,64,Serious,6,Physical,High,1,Middle,Yes,good
65,M,189,49,Free,5,Physical,High,0,Low,No,bad
26,F,154,54,Serious,6,Physical,High,1,Middle,Yes,good
30,M,145,55,Free,6,Physical,High,0,Middle,Yes,bad
29,M,151,58,Free,2,Online,Low,0,Low,Yes,bad
45,M,151,70,Serious,3,Physical,High,0,Low,Yes,good
52,F,181,57,Serious,3,Physical,High,1,Low,Yes,good
63,F,173,84,Serious,3,Physical,High,0,Middle,Yes,good
25,M,171,78,Serious,6,Physical,High,0,Middle,Yes,good
43,M,187,76,Serious,5,Physical,Low,1,Low,No,bad
59,F,151,77,Serious,4,Physical,High,0,Low,Yes,good
45,M,143,52,Serious,6,Physical,High,1,Middle,Yes,good
44,F,168,68,Serious,6,Physical,Low,0,Low,Yes,bad
31,M,183,94,Free,5,Online,High,0,High,Yes,bad
46,M,148,61,Serious,5,Physical,High,1,High,Yes,good
26,F,154,71,Serious,5,Physical,High,1,Low,Yes,good
38,F,186,99,Serious,0,Physical,Low,0,Low,No,bad
52,M,178,61,Serious,4,Physical,High,1,High,Yes,good
36,M,157,99,Serious,6,Physical,High,1,High,Yes,good
30,F,163,88,Serious,5,Physical,High,0,High,No,bad
27,M,155,71,Serious,5,Physical,High,0,Middle,Yes,good
51,M,140,89,Serious,5,Physical,High,1,Low,Yes,good
32,M,146,64,Serious,6,Physical,High,1,Middle,Yes,good
51,M,188,86,Serious,6,Physical,High,0,High,No,bad
37,F,167,83,Serious,6,Physical,High,0,Low,Yes,good
34,F,141,92,Serious,6,Physical,High,1,High,Yes,good
43,M,183,52,Serious,1,Online,Low,1,High,Yes,bad
35,M,156,86,Serious,5,Physical,High,1,High,Yes,good
40,F,169,84,Serious,5,Physical,High,0,Middle,Yes,good
63,M,170,51,Serious,3,Physical,High,0,High,Yes,good
55,F,161,90,Serious,6,Physical,High,1,Low,Yes,good
46,M,180,55,Serious,6,Physical,Low,0,Low,No,bad
33,F,180,60,Serious,5,Physical,High,0,High,Yes,good
57,M,148,54,Serious,4,Physical,High,1,High,Yes,good
38,F,180,79,Serious,0,Online,Low,1,High,Yes,bad
40,F,188,86,Serious,6,Physical,High,1,Middle,Yes,good
62,M,185,90,Serious,0,Physical,High,1,Low,Yes,bad
42,F,146,80,Serious,0,Physical,Low,1,Low,No,bad
58,M,151,81,Serious,6,Physical,High,1,Low,Yes,good
47,M,169,68,Free,3,Physical,High,1,Middle,No,bad
40,M,181,85,Serious,2,Online,Low,1,Low,No,bad
28,M,183,46,Free,6,Online,Low,0,High,Yes,bad
26,M,179,83,Serious,6,Online,Low,1,High,Yes,bad
50,M,179,70,Free,0,Physical,Low,0,Low,Yes,bad
37,F,187,47,Serious,6,Physical,High,0,Low,Yes,good
31,M,153,49,Free,3,Physical,High,0,Low,No,bad
31,F,172,78,Serious,5,Physical,High,1,Low,Yes,good
49,M,174,96,Free,0,Physical,Low,1,Middle,Yes,bad
40,M,152,82,Free,1,Online,Low,0,Middle,Yes,bad
65,F,173,40,Serious,5,Physical,High,1,High,Yes,good
63,M,161,68,Serious,3,Physical,High,0,Low,Yes,good
55,F,184,85,Serious,4,Physical,High,1,High,No,bad
26,F,164,56,Serious,4,Physical,High,0,Middle,Yes,good
30,M,181,75,Free,0,Physical,High,0,High,Yes,bad
60,F,177,44,Free,4,Online,Low,0,Low,No,bad
38,M,158,97,Serious,4,Online,Low,1,High,Yes,bad
37,F,182,80,Serious,5,Physical,High,0,Low,Yes,good
62,M,173,80,Serious,4,Physical,High,1,Low,Yes,good
56,M,141,80,Free,2,Physical,High,1,Middle,No,bad
46,M,188,99,Serious,0,Online,Low,0,Middle,No,bad
52,F,144,72,Serious,6,Physical,High,1,Middle,Yes,good
29,M,150,91,Serious,3,Physical,High,1,Middle,Yes,good
46,M,145,56,Serious,4,Physical,High,0,Middle,Yes,good
34,M,175,82,Serious,6,Physical,High,0,Middle,Yes,good
50,F,184,84,Serious,5,Physical,High,0,Low,Yes,good
64,F,171,100,Serious,2,Online,Low,1,Low,No,bad
50,F,179,52,Serious,4,Physical,High,1,Middle,Yes,good
45,M,163,60,Serious,4,Online,Low,0,Low,Yes,bad
62,F,160,42,Serious,5,Physical,High,1,Middle,Yes,good
56,M,172,65,Serious,5,Physical,High,1,High,No,bad
42,M,172,53,Serious,4,Physical,High,1,High,Yes,good
41,M,149,94,Serious,6,Physical,High,1,Low,Yes,good
49,F,163,48,Serious,4,Physical,High,0,Middle,Yes,good
30,F,148,54,Serious,3,Online,Low,1,Middle,Yes,bad
30,M,155,63,Serious,6,Physical,High,1,Middle,Yes,good
63,F,182,42,Serious,4,Physical,High,1,Middle,Yes,good
42,M,152,45,Free,5,Online,High,1,Low,Yes,bad
35,M,173,52,Serious,0,Online,Low,1,Low,Yes,bad
59,M,140,51,Serious,4,Physical,High,0,Middle,No,bad
37,F,183,89,Serious,1,Physical,Low,0,Low,No,bad
65,M,158,95,Serious,3,Physical,Low,1,High,Yes,bad
54,F,152,72,Serious,6,Physical,High,0,Middle,Yes,good
41,M,155,84,Serious,0,Online,High,0,High,Yes,bad
62,M,189,79,Serious,5,Physical,High,1,Middle,Yes,good
56,F,175,45,Free,5,Online,High,1,High,Yes,bad
50,F,168,53,Serious,3,Physical,High,1,Middle,Yes,good
38,M,150,42,Serious,5,Physical,High,1,Low,Yes,good
60,M,173,84,Serious,0,Physical,Low,1,High,Yes,bad
37,M,186,61,Free,6,Online,High,1,Middle,No,bad
50,M,187,69,Free,1,Online,Low,1,Middle,No,bad
35,M,178,82,Serious,4,Physical,High,1,Middle,Yes,good
29,M,188,86,Serious,4,Physical,High,1,High,Yes,good
47,F,174,43,Serious,5,Physical,High,1,High,Yes,good
56,M,175,40,Free,4,Online,High,1,Middle,Yes,bad
51,M,165,52,Serious,5,Physical,High,1,Low,Yes,good
36,F,170,96,Free,1,Online,Low,0,Middle,No,bad
59,M,144,72,Free,0,Physical,High,1,Middle,Yes,bad
47,M,166,74,Serious,2,Physical,Low,0,High,No,bad
38,F,161,85,Serious,5,Physical,High,1,Low,Yes,good
34,F,144,78,Serious,5,Physical,High,1,Middle,Yes,good
65,M,166,70,Serious,5,Physical,High,1,Middle,Yes,good
37,M,142,100,Free,1,Online,High,0,High,No,bad
37,M,188,70,Free,2,Online,High,0,Middle,No,bad
32,F,183,92,Free,6,Online,High,1,Low,Yes,bad
36,M,188,89,Free,2,Physical,Low,0,High,No,bad
34,M,144,73,Free,2,Online,Low,0,Low,Yes,bad
33,F,175,99,Serious,0,Physical,Low,0,High,Yes,bad
30,F,169,63,Serious,2,Online,High,1,High,Yes,bad
61,M,149,56,Free,1,Online,High,0,Middle,Yes,bad
47,F,154,82,Serious,6,Physical,High,0,Middle,Yes,good
29,F,149,52,Serious,4,Online,Low,1,Low,Yes,bad
58,F,180,42,Serious,5,Physical,High,1,Low,Yes,good
46,F,159,78,Serious,6,Physical,High,1,High,Yes,good
34,F,185,79,Serious,0,Physical,High,0,High,Yes,bad
58,M,182,97,Free,0,Physical,High,1,Low,No,bad
64,F,178,70,Serious,4,Physical,High,1,Low,Yes,good
57,F,189,57,Free,6,Online,High,0,High,Yes,bad
47,M,171,47,Free,4,Online,Low,0,Low,No,bad
44,F,172,99,Serious,0,Online,High,1,Middle,No,bad
30,F,183,66,Serious,6,Physical,High,1,High,Yes,good
44,F,154,77,Free,0,Online,High,1,High,Yes,bad
53,M,156,92,Serious,2,Physical,Low,0,Middle,Yes,bad
54,M,189,85,Serious,3,Physical,High,0,Low,Yes,good
51,M,188,94,Free,2,Physical,High,0,Middle,No,bad
45,M,155,75,Serious,4,Physical,High,1,High,Yes,good
57,F,172,99,Serious,4,Physical,High,1,High,Yes,good
31,F,179,76,Serious,3,Online,High,0,Middle,No,bad
47,F,190,45,Free,3,Online,High,1,Middle,No,bad
33,M,180,64,Serious,1,Physical,High,1,High,Yes,bad
25,M,162,84,Serious,3,Online,Low,1,Low,Yes,bad
43,F,160,84,Serious,5,Physical,Low,1,Middle,Yes,bad
52,F,154,48,Serious,6,Physical,High,0,High,Yes,good
52,M,160,76,Free,4,Physical,Low,1,High,Yes,bad
58,M,144,60,Serious,4,Physical,High,0,Middle,Yes,good
61,M,155,41,Free,1,Physical,Low,0,Middle,Yes,bad
63,M,148,90,Free,4,Physical,Low,0,High,No,bad
29,F,152,64,Serious,2,Physical,Low,1,Low,Yes,bad
58,F,185,81,Serious,6,Physical,High,0,Middle,Yes,good
29,M,188,98,Serious,3,Physical,High,0,Low,Yes,good
65,M,181,75,Serious,5,Physical,High,0,Middle,Yes,good
64,F,149,47,Serious,6,Physical,High,1,Low,Yes,good
57,F,154,84,Serious,3,Physical,Low,1,Middle,Yes,bad
50,M,158,65,Free,6,Online,Low,0,High,Yes,bad
55,M,143,94,Serious,4,Physical,High,0,Low,Yes,good
44,M,150,68,Free,1,Physical,Low,1,High,No,bad
43,F,178,72,Serious,4,Physical,High,0,Middle,Yes,good
48,M,176,40,Free,4,Physical,Low,0,Middle,No,bad
40,M,190,83,Free,5,Online,Low,0,High,Yes,bad
50,F,182,93,Serious,6,Physical,High,1,Middle,Yes,good
28,F,147,99,Serious,6,Physical,High,1,Middle,Yes,good
27,M,163,50,Serious,1,Physical,Low,1,Middle,No,bad
41,M,143,88,Free,5,Physical,High,1,Low,Yes,bad
27,M,163,81,Serious,5,Physical,High,1,Middle,Yes,good
35,M,158,98,Serious,4,Physical,High,1,Middle,Yes,good
61,F,176,50,Serious,4,Physical,High,0,Middle,Yes,good
64,M,177,80,Serious,3,Physical,High,1,Middle,Yes,good
49,M,142,60,Serious,4,Physical,High,0,Middle,Yes,good
53,F,178,65,Free,6,Physical,Low,1,Low,Yes,bad
48,F,172,96,Serious,0,Physical,Low,0,High,No,bad
26,F,183,81,Free,0,Physical,Low,1,High,Yes,bad
41,M,177,77,Free,6,Physical,High,1,Low,No,bad
62,F,171,73,Serious,6,Physical,High,1,Middle,Yes,good
29,M,152,59,Serious,6,Physical,High,1,Low,Yes,good
53,F,184,71,Serious,3,Physical,High,0,High,Yes,good
30,F,172,62,Serious,4,Online,High,0,High,Yes,bad
37,F,172,87,Serious,6,Physical,Low,0,Middle,Yes,bad
47,M,145,96,Free,3,Physical,Low,0,High,No,bad
49,M,143,100,Serious,4,Physical,High,0,High,Yes,good
60,F,179,57,Free,2,Physical,Low,0,Low,Yes,bad
39,F,160,84,Serious,6,Physical,High,1,Low,Yes,good
64,M,144,55,Serious,3,Physical,High,0,High,Yes,good
60,F,163,57,Serious,3,Physical,High,0,Middle,Yes,good
61,F,164,57,Free,2,Online,High,1,Low,Yes,bad
43,F,159,81,Free,6,Physical,High,1,Middle,Yes,bad
59,F,151,65,Free,5,Online,High,0,Middle,No,bad
64,M,176,87,Serious,5,Physical,High,1,Low,Yes,good
33,F,184,92,Serious,6,Physical,High,0,High,Yes,good
26,M,141,43,Serious,4,Physical,High,0,High,Yes,good
55,M,166,92,Serious,3,Physical,High,1,High,Yes,good
58,F,169,85,Serious,6,Physical,High,1,Middle,Yes,good
55,M,181,75,Free,0,Physical,High,1,Low,Yes,bad
59,M,162,41,Serious,3,Physical,High,0,High,Yes,good
36,F,151,57,Serious,4,Physical,High,1,High,Yes,good
36,F,168,70,Serious,6,Physical,High,0,Low,Yes,good
55,M,141,70,Serious,3,Physical,High,1,Low,Yes,good
57,M,183,51,Free,0,Physical,High,0,Low,Yes,bad
57,F,154,68,Free,4,Physical,High,0,Low,No,bad
65,M,182,89,Serious,6,Physical,High,0,High,Yes,good
34,F,169,67,Serious,6,Physical,High,1,Low,Yes,good
31,M,142,75,Serious,1,Physical,High,1,Middle,No,bad
27,M,174,97,Free,2,Physical,Low,0,Middle,Yes,bad
53,F,168,56,Free,4,Physical,Low,1,Middle,Yes,bad
54,M,170,58,Serious,4,Physical,High,0,Low,Yes,good
29,F,174,95,Serious,4,Physical,High,1,Low,Yes,good
27,F,151,74,Free,4,Physical,Low,1,Middle,Yes,bad
45,M,142,58,Serious,4,Physical,High,0,Middle,Yes,good
51,M,189,41,Serious,2,Online,Low,0,High,No,bad
59,F,161,57,Serious,6,Online,High,1,High,No,bad
65,F,151,88,Serious,3,Physical,High,1,Middle,Yes,good
55,F,149,50,Free,0,Physical,Low,0,High,Yes,bad
27,F,146,68,Serious,4,Physical,High,1,Low,Yes,good
53,F,149,95,Serious,6,Physical,High,1,Low,Yes,good
25,M,146,64,Serious,5,Physical,High,1,Low,Yes,good
61,F,153,76,Serious,4,Physical,High,0,High,Yes,good
58,F,170,84,Serious,3,Physical,High,1,High,Yes,good
45,F,165,55,Free,1,Online,High,0,Low,No,bad
60,F,187,55,Serious,3,Physical,High,1,Middle,Yes,good
60,M,190,43,Free,4,Physical,Low,0,Low,Yes,bad
55,M,185,61,Serious,3,Physical,High,1,Middle,Yes,good
35,M,146,63,Serious,4,Physical,High,1,High,Yes,good
44,M,163,62,Serious,4,Physical,High,0,Middle,Yes,good
49,F,183,73,Serious,5,Physical,High,0,High,Yes,good
56,F,188,83,Serious,5,Physical,High,1,Middle,Yes,good
57,F,185,82,Serious,5,Physical,High,1,High,Yes,good
58,M,173,82,Serious,6,Physical,High,1,Low,Yes,good
28,M,166,63,Serious,6,Physical,High,1,High,Yes,good
44,M,140,87,Free,5,Online,High,0,Middle,No,bad
52,F,162,90,Free,3,Online,Low,1,High,No,bad
26,M,144,52,Serious,3,Physical,High,1,High,Yes,good
44,M,185,59,Serious,6,Physical,High,1,High,Yes,good
65,M,157,69,Serious,5,Physical,High,0,Middle,Yes,good
34,M,151,72,Serious,4,Physical,High,1,Middle,Yes,good
